"STATE","ENROLL","NAME","YRDATA","TOTALREV","TFEDREV","TSTREV","TLOCREV","TOTALEXP","TCURINST","TCURSSVC","TCURONON","TCAPOUT"
"New York",8195,"SCHENECTADY CITY DIST",1995,77601,4934,36819,35848,74731,46492,20221,3583,2296
"New York",3072,"SCOTIA-GLENVILLE CTL SCH DIST",1995,25081,504,10170,14407,24865,14683,7489,601,1712
"New York",2306,"SCHALMONT CENTRAL SCH DIST",1995,19155,378,6685,12092,18695,12094,5591,396,310
"New York",2174,"COBLESKILL-RICHMONDVILLE CENTRAL",1995,24372,627,18014,5731,21650,12443,6299,596,1918
"New York",445,"GILBOA-CONESVILLE CTL SCH DIST",1995,4751,158,1904,2689,4583,2631,1304,174,440
"New York",302,"JEFFERSON CENTRAL SCH",1995,3072,132,1688,1252,2703,1507,831,141,42
"New York",1121,"MIDDLEBURG CENTRAL SCH",1995,10567,370,6269,3928,10493,5986,2605,275,1353
"New York",1288,"SCHOHARIE CENTRAL SCH",1995,10171,408,5998,3765,9906,6510,2571,308,289
"New York",422,"SHARON SPRINGS CENTRAL SCHOOL DI",1995,4152,166,2698,1288,3547,2465,904,105,53
"New York",993,"ODESSA MONTOUR CENTRAL SCHOOL DI",1995,9470,349,6577,2544,9068,5177,3180,236,242
"New York",1433,"WATKINS GLEN CENTRAL SCH DIST",1995,14242,548,8779,4915,13227,8193,3539,374,569
"New York",1185,"SOUTH SENECA CENTRAL SCH DIST",1995,9369,309,5233,3827,8805,5182,2732,609,271
"New York",614,"ROMULUS CENTRAL SCH DIST",1995,5485,573,3384,1528,5143,3002,1534,348,243
"New York",1662,"SENECA FALLS CTL SCHOOL DIST",1995,14002,444,6693,6865,12583,7965,3577,488,314
"New York",1968,"WATERLOO CENTRAL SCH-DIST",1995,16381,344,11498,4539,15562,9476,4726,537,538
"New York",1452,"ADDISON CENTRAL SCH DIST",1995,19176,1002,15092,3082,19112,7813,3775,746,6613
"New York",739,"AVOCA CENTRAL SCHOOL DISTRICT",1995,5970,204,4176,1590,5934,3860,1666,219,70
"New York",2092,"BATH CENTRAL SCH DIST",1995,16411,728,11235,4448,15259,10452,3617,829,277
"New York",302,"BRADFORD CENTRAL SCHOOL DIST",1995,3322,147,2166,1009,3095,1962,965,130,25
"New York",1179,"CAMPBELL-SAVONA SCHOOL DISTRICT",1995,15845,393,13665,1787,17970,7408,3246,357,6550
"New York",1037,"CANISTEO CENTRAL SCH DIST",1995,8462,305,5783,2374,8050,5432,2267,231,120
"New York",5756,"CORNING CITY SCH DIST",1995,50552,1721,24746,24085,50056,28839,15149,2335,2653
"New York",254,"GREENWOOD CENTRAL SCH",1995,2639,101,1881,657,2999,1660,707,83,549
"New York",2121,"HORNELL CITY SCH DIST",1995,18078,1011,12880,4187,18742,12482,4649,798,615
"New York",550,"ARKPORT CENTRAL SCHOOL DIST",1995,6754,70,5091,1593,7042,2504,1490,11,2860
"New York",661,"JASPER-TROUPSBURG SCH DIST",1995,5779,271,4481,1027,5718,3643,1701,189,150
"New York",606,"PRATTSBURG CENTRAL SCH",1995,4823,218,3399,1206,4484,2696,1262,190,266
"New York",830,"HAMMONDSPORT CTL SCHOOL DIST",1995,7081,336,2386,4359,7092,4343,2286,315,147
"New York",1937,"WAYLAND CENTRAL SCH DIST",1995,17951,612,13518,3821,18157,11155,4119,397,1923
"New York",1811,"BABYLON UNION FREE SCH DIST",1995,18393,319,3508,14566,18870,12044,5510,420,466
"New York",4093,"COPIAGUE UF SCH DIST",1995,40479,1401,17274,21804,41272,26988,11444,1460,647
"New York",2987,"AMITYVILLE UF SCH DIST",1995,35370,1050,7880,26440,36890,22184,12253,1278,450
"New York",4317,"WEST BABYLON UF SCHOOL",1995,47855,612,16057,31186,52529,31241,13261,1275,5570
"New York",4458,"N BABYLON UF SCH DIST",1995,51167,1221,21980,27966,50495,32177,15445,1269,1114
"New York",3584,"DEER PARK UF SCH DIST",1995,41782,884,10736,30162,41068,26657,11861,1056,1139
"New York",2310,"WYANDANCH UF SCH DIST",1995,28085,2401,16281,9403,26859,16058,8323,1527,306
"New York",4900,"BAY SHORE UNION FREE SCHOOL DIST",1995,61344,1712,17337,42295,61269,40055,18422,1322,377
"New York",4600,"SOUTH COUNTRY CENTRAL SCHOOL DIS",1995,55349,1745,29661,23943,57034,36321,16783,1626,1756
"New York",2074,"MT SINAI UF SCH DIST",1995,24211,227,11574,12410,23018,13070,7430,432,121
"New York",2649,"MILLER PLACE UF SCHOOL DIST",1995,24840,286,10309,14245,25971,17337,5778,775,1363
"New York",2795,"ROCKY POINT UF SCH DIST",1995,27216,802,11443,14971,27207,17378,7862,484,957
"New York",604,"E MORICHES UF SCH DIST",1995,9370,139,3379,5852,9495,4433,1977,163,292
"New York",6606,"THREE VILLAGE CENTRAL SCH DIST",1995,76957,856,25306,50795,76960,45582,26506,2803,1562
"New York",3233,"BROOKHAVEN-COMSEWOGUE UNION FREE",1995,40205,773,18960,20472,38768,25919,10693,1047,168
"New York",14344,"SACHEM CENTRAL SCH DIST",1995,149728,2611,68022,79095,147103,101456,39720,3437,611
"New York",1126,"PORT JEFFERSON UF SCHOOL DIST",1995,20921,163,1928,18830,20637,13863,6254,140,161
"New York",10724,"MIDDLE COUNTRY CENTRAL SCH DIST",1995,110448,2680,57736,50032,105292,69186,27614,2182,3527
"New York",9107,"LONGWOOD CENTRAL SCHOOL DISTRICT",1995,100501,2538,43324,54639,98945,60715,32590,1804,1421
"New York",1148,"SOUTH MANOR UF SCHOOL DIST",1995,14184,227,7316,6641,12952,6696,3183,147,108
"New York",9510,"WM FLOYD UF SCH DIST",1995,88191,2965,57213,28013,98819,56023,26029,2619,11816
"New York",1100,"CENTER MORICHES UF SCH DIST",1995,13158,391,5955,6812,15009,8522,3731,383,1964
"New York",20,"WAINSCOTT COMMON SCH DIST",1995,891,1,12,878,929,162,153,1,7
"New York",551,"SPRINGS UNION FREE SCH DIST",1995,7585,91,496,6998,7557,3158,1570,75,246
"New York",330,"MONTAUK UNION FREE SCH DIST 6",1995,5669,36,263,5370,5692,2492,1457,14,28
"New York",1481,"EAST HAMPTON UF SCHOOL DIST 1",1995,20223,195,1186,18842,20414,11731,7163,493,563
"New York",689,"SAG HARBOR UF SCH DIST",1995,9103,87,627,8389,8784,5253,3086,82,211
"New York",2626,"HARBORFIELDS CTL SCHOOL",1995,30160,400,6258,23502,29854,18537,9772,621,335
"New York",7054,"HALF HOLLOW HILLS CENTRAL SCH DI",1995,92648,1122,14416,77110,92536,60864,27731,1804,819
"New York",3999,"HUNTINGTON UNION FREE SCH DIST",1995,53088,1835,7057,44196,56844,31795,17855,1210,5223
"New York",1936,"ELWOOD UF SCH DIST",1995,25620,245,6056,19319,24352,14271,8351,404,1064
"New York",1528,"COLD SPRING HARBOR CENTRAL SCH D",1995,20798,135,1683,18980,20457,12222,7167,480,549
"New York",5711,"COMMACK UF SCH DIST 10",1995,66796,784,18014,47998,66012,43155,19904,911,1055
"New York",5418,"SOUTH HUNTINGTON UFSD",1995,64417,1041,12900,50476,62210,37119,20486,3315,589
"New York",12632,"BRENTWOOD UF SCH DIST",1995,143812,5612,65865,72335,139979,86663,43132,8091,536
"New York",2862,"ISLIP UF SCH DIST",1995,33271,446,10691,22134,32827,21057,9552,642,1073
"New York",4511,"EAST ISLIP UFSD",1995,54620,884,19101,34635,52663,34575,14239,2180,695
"New York",2072,"BAYPORT-BLUE POINT UF SCH DIST",1995,29866,439,8846,20581,29830,17586,9376,336,2134
"New York",3408,"HAPPAUGE UF SCH DIST",1995,46153,603,8498,37052,47912,25559,16973,1087,3528
"New York",6535,"CONNETQUOT CTL SCH DIST",1995,79640,1125,27288,51227,81129,52440,23918,2472,1838
"New York",4820,"WEST ISLIP UF SCHOOL DISTRICT",1995,50382,670,17557,32155,60172,31512,16320,1452,10560
"New York",5221,"CENTRAL ISLIP UF SCHOOL DIST",1995,69476,3073,31514,34889,68435,45573,19543,2195,174
"New York",49,"FIRE ISLAND UNION FREE SCH DIST",1995,2270,49,166,2055,2246,835,997,17,158
"New York",6509,"LINDENHURST UNION FREE SCH DIST",1995,61966,1098,22159,38709,61574,42010,16186,1259,404
"New York",5283,"NORTHPORT-E NORTHPORT UNION FREE",1995,66088,923,6219,58946,66648,39996,22870,2300,1047
"New York",8580,"PATCHOGUE-MEDFORD UNION FREE SCH",1995,89858,2449,43985,43424,87919,56005,26266,3462,933
"New York",4147,"RIVERHEAD CENTRAL SCHOOL DIST",1995,43047,1606,10614,30827,49903,30194,13376,1740,3937
"New York",2032,"SHOREHAM-WADING RIVER CENTRAL SC",1995,34179,210,2475,31494,32000,18710,11819,640,452
"New York",3246,"SAYVILLE UNION FREE SCHOOL DIST",1995,38632,556,13434,24642,39877,23598,12579,889,2089
"New York",243,"SHELTER ISLAND U F SCH DIST",1995,4915,42,242,4631,4346,2605,1275,141,35
"New York",3303,"KINGS PARK CENTRAL SCHOOL DIST",1995,38564,591,10958,27015,38103,23041,12975,925,702
"New York",7627,"SMITHTOWN CTL SCH DIST",1995,95392,976,21809,72607,92629,54984,30789,3290,1850
"New York",1486,"SOUTHAMPTON UNION FREE SCHOOL DI",1995,23131,398,2290,20443,24159,12981,8824,794,1331
"New York",157,"REMSENBURG-SPEONK UNION FREE SCH",1995,3201,49,144,3008,3237,1223,967,74,43
"New York",13,"SAGAPONACK COMMON SCHOOL DIST",1995,674,9,13,652,637,214,98,0,8
"New York",201,"TUCKAHOE COMMON SCH DIST",1995,4359,37,313,4009,4375,1747,1168,24,201
"New York",317,"EAST QUOGUE UF SCHOOL DIST",1995,6935,158,635,6142,6053,2080,1218,3,7
"New York",1519,"WESTHAMPTON BEACH UF SCH DIST",1995,17838,238,1257,16343,17805,11045,6016,372,220
"New York",86,"QUOGUE UF SCH DIST",1995,2534,27,140,2367,2091,984,679,1,36
"New York",1371,"HAMPTON BAYS U F SCHOOL DIST",1995,14534,316,1458,12760,14073,9298,4098,361,175
"New York",146,"BRIDGEHAMPTON U F SCHOOL DIST",1995,5509,54,373,5082,5536,3303,1874,88,260
"New York",874,"EASTPORT UF SCH DIST",1995,8703,89,1499,7115,9584,5108,2602,77,1550
"New York",100,"LAUREL COMMON SCH DIST",1995,2230,4,181,2045,2211,745,363,1,33
"New York",25,"NEW SUFFOLK COMMON SCH DIST",1995,351,4,1,346,329,94,107,0,0
"New York",124,"OYSTER PONDS UNION FREE",1995,2471,25,131,2315,2435,1006,525,10,9
"New York",0,"FISHERS ISLAND UNION FREE SCHOOL",1995,1858,2,49,1807,1715,1240,335,5,87
"New York",826,"SOUTHOLD UF SCH DIST",1995,10377,147,646,9584,10760,6712,2773,140,1034
"New York",1276,"MATTITUCK-CUTCHOGUE UNION FREE S",1995,13750,117,1061,12572,13667,9443,3671,244,285
"New York",611,"GREENPORT UF SCH DIST",1995,8158,194,891,7073,7952,5427,1939,181,95
"New York",170,"AMAGANSETT UNION FREE SCH DIST",1995,2741,9,127,2605,2827,1249,683,13,47
"New York",0,"LITTLE FLOWER UNION FREE SCH DIS",1995,2637,160,55,2422,2743,1874,857,0,12
"New York",876,"JEFFERSON-YOUNGSVILLE CENTRAL SC",1995,9166,301,4055,4810,8901,5154,2780,193,499
"New York",582,"DELAWARE VALLEY CENTRAL SCHOOL D",1995,5269,253,2371,2645,5303,3570,1396,196,19
"New York",1398,"FALLSBURG CENTRAL SCHOOL DIST",1995,16949,849,7720,8380,16762,9840,4560,517,917
"New York",682,"ELDRED CENTRAL SCH DIST",1995,6420,182,1998,4240,10213,3696,2074,179,3761
"New York",1872,"LIBERTY CENTRAL SCH DIST",1995,19939,508,10379,9052,19420,12506,4559,1095,128
"New York",3555,"MONTICELLO CTL SCH",1995,31923,1252,13337,17334,30837,19072,8681,1031,407
"New York",1143,"TRI VALLEY CENTRAL SCH DIST",1995,12572,269,3967,8336,13744,7344,3935,332,1712
"New York",353,"ROSCOE CENTRAL SCH DIST",1995,4066,145,1369,2552,4017,2656,1168,125,25
"New York",700,"LIVINGSTON MANOR CENTRAL SCH DIS",1995,7269,268,3398,3603,8058,4753,2428,259,434
"New York",306,"NARROWSBURG CENTRAL SCH DIST",1995,3181,91,768,2322,3217,2059,895,123,140
"New York",1096,"CANDOR CENTRAL SCH DIST",1995,7287,329,5081,1877,8046,4771,2001,310,963
"New York",1704,"NEWARK VALLEY CENTRAL SCH DIST",1995,12770,506,8468,3796,12064,7579,3666,405,130
"New York",2809,"OWEGO-APALACHIN CENTRAL SCH DIST",1995,21762,557,11081,10124,21007,12496,7107,833,487
"New York",1185,"SPENCER-VAN ETTEN CENTRAL SCH DI",1995,10914,304,7759,2851,12296,5536,3318,629,2496
"New York",1334,"TIOGA CENTRAL SCH DIST",1995,8795,271,6297,2227,8588,5314,2532,392,240
"New York",1968,"WAVERLY CTL SCH DIST",1995,14360,573,10086,3701,13324,8818,3439,751,133
"New York",2150,"DRYDEN CENTRAL SCH DIST",1995,18448,676,10130,7642,18259,11172,5763,790,364
"New York",0,"GEORGE JR REPUBLIC UF SCH DIST A",1995,2285,66,38,2181,2640,1679,701,62,198
"New York",1220,"GROTON CENTRAL SCH DIST",1995,11369,326,8566,2477,12030,5894,2786,322,2916
"New York",6293,"ITHACA CITY SCH DIST",1995,58750,3710,16119,38921,56433,33887,16824,3150,1825
"New York",1159,"LANSING CENTRAL SCH DIST",1995,11764,271,4158,7335,11529,7421,3247,606,178
"New York",1057,"NEWFIELD CENTRAL SCHOOL DIST",1995,8387,284,5320,2783,8286,5270,2224,630,118
"New York",1492,"TRUMANSBURG CENTRAL SCH",1995,12243,297,7085,4861,11869,7053,3669,352,363
"New York",7651,"KINGSTON CITY SCH DIST",1995,73359,2389,26043,44927,72559,45265,20572,2906,1412
"New York",1800,"HIGHLAND CENTRAL SCH DIST",1995,15813,288,5603,9922,15143,9336,4841,443,99
"New York",2797,"RONDOUT VAL CTL SCH DIST",1995,26755,651,11257,14847,26183,16475,7737,735,340
"New York",1984,"MARLBOROUGH CENTRAL SCH",1995,20174,342,2670,17162,20459,13446,6254,472,76
"New York",2251,"NEW PALTZ CENTRAL SCHOOL DIST",1995,21443,257,6916,14270,19749,11889,6111,619,70
"New York",2310,"ONTEORA CTL SCH DIST",1995,26207,784,4401,21022,24834,15036,8176,759,86
"New York",3375,"SAUGERTIES CTL SCH DIST",1995,24871,614,10632,13625,25785,15345,6725,614,1652
"New York",3246,"WALLKILL CENTRAL SCHOOL",1995,28869,625,14532,13712,28074,16783,8471,963,474
"New York",2002,"ELLENVILLE CENTRAL SCH DIST",1995,21609,430,7901,13278,22270,13225,6901,648,987
"New York",0,"WEST PARK UNION FREE SCH DIST",1995,1596,80,9,1507,1699,766,911,0,22
"New York",246,"BOLTON CENTRAL SCH DIST",1995,3667,76,366,3225,3504,2173,1176,82,71
"New York",1044,"LAKE GEORGE CENTRAL SCH",1995,11341,191,994,10156,10580,6219,3267,299,227
"New York",696,"NORTH WARREN CENTRAL SCH DIST",1995,6423,373,1938,4112,6000,3667,1805,169,194
"New York",2875,"GLENS FALLS CITY SCH DIST",1995,22323,843,11193,10287,21833,15549,4741,746,467
"New York",417,"JOHNSBURG CENTRAL SCH DIST",1995,5143,130,2102,2911,5255,3269,1431,172,337
"New York",1136,"HADLEY LUZERNE CENTRAL SCHOOL DI",1995,10579,320,4090,6169,9839,6172,3067,301,82
"New York",158,"GLENS FALLS COMMON SCH DIST",1995,2161,62,783,1316,2117,1036,477,7,77
"New York",3452,"QUEENSBURY U F SCH DIST2",1995,26180,597,11570,14013,25191,15504,7735,653,379
"New York",1087,"WARRENSBURG CENTRAL SCH DIST",1995,13225,292,6027,6906,10636,7010,2492,286,349
"New York",737,"ARGYLE CENTRAL SCH DIST",1995,5944,157,3713,2074,5828,3439,1401,192,259
"New York",664,"FORT ANN CENTRAL SCHOOL DIST",1995,6005,185,3253,2567,5159,3375,1365,185,18
"New York",586,"FORT EDWARD U F SCH DIST",1995,5894,321,3831,1742,5453,3745,1149,188,215
"New York",1453,"GRANVILLE CENTRAL SCH DIST",1995,11829,627,7119,4083,11691,7676,2828,482,444
"New York",1271,"GREENWICH CENTRAL SCH DIST",1995,9606,251,5394,3961,8984,5977,2366,346,61
"New York",605,"HARTFORD CENTRAL SCHOOL DIST",1995,5069,122,3400,1547,4735,3175,1181,126,155
"New York",2543,"HUDSON FALLS CENTRAL SCH",1995,19438,1001,12178,6259,19115,11745,5642,723,385
"New York",888,"SALEM CENTRAL SCH DIST",1995,6477,118,4033,2326,6205,4034,1661,231,67
"New York",956,"WHITEHALL CENTRAL SCH",1995,9108,313,4937,3858,8830,5666,2271,360,513
"New York",1192,"CAMBRIDGE CENTRAL SCH DIST",1995,8632,361,5069,3202,8685,5627,2533,312,101
"New York",45,"PUTNAM CENTRAL SCH DIST",1995,1110,32,127,951,1187,420,349,11,53
"New York",2915,"NEWARK CENTRAL SCH",1995,23292,706,13109,9477,22389,15039,5915,582,468
"New York",1184,"CLYDE-SAVANNAH CENTRAL SCH DIST",1995,10470,184,6655,3631,20087,5746,2945,387,10892
"New York",1218,"LYONS CENTRAL SCH DIST",1995,10623,271,7042,3310,9961,6074,2768,629,313
"New York",1257,"MARION CENTRAL SCH DIST",1995,10282,157,5976,4149,9823,6375,2780,332,39
"New York",2817,"WAYNE CENTRAL SCH DIST",1995,23915,453,10439,13023,21478,13158,6065,694,271
"New York",2327,"PALMYRA-MACEDON CENTRAL SCH DIST",1995,20414,258,10309,9847,19776,11355,6244,490,848
"New York",1813,"NORTH ROSE-WOLCOTT CENTRAL SCH D",1995,17146,685,10650,5811,16478,9547,5590,377,104
"New York",1659,"SODUS CENTRAL SCH DIST",1995,17282,828,9599,6855,16092,10181,4458,795,337
"New York",1438,"WILLIAMSON CENTRAL SCHOOL DIST",1995,13602,228,7545,5829,12005,7587,3166,444,334
"New York",1203,"RED CREEK CENTRAL SCH",1995,9988,743,6667,2578,9125,5435,2767,376,178
"New York",936,"GANANDA CENTRAL SCHOOL DIST",1995,8336,83,4937,3316,7443,3978,2286,271,279
"New York",3121,"BEDFORD CENTRAL SCH DIST",1995,50780,561,4737,45482,48730,28731,17513,738,666
"New York",3141,"KATONAH LEWISBORO UF SCH DIST",1995,37324,236,3444,33644,37078,22238,13359,619,308
"New York",1149,"BRONXVILLE UNION FREE SCH DIST",1995,16446,86,814,15546,16239,9780,5518,275,322
"New York",2390,"HENDRICK HUDSON CENTRAL SCHOOL D",1995,33113,251,2840,30022,33106,20271,10018,471,1580
"New York",1158,"CROTON HARMON U F SCHOOL DIST",1995,15869,215,1793,13861,15701,9365,5619,107,339
"New York",1172,"DOBBS FERRY UNION FREE SCH DIST",1995,14283,163,1706,12414,14344,9177,4159,288,427
"New York",1951,"EASTCHESTER UNION FREE SCH DIST",1995,25670,126,1965,23579,25328,15405,8463,692,248
"New York",1264,"IRVINGTON UF SCH DIST",1995,17626,84,1072,16470,18842,10476,5358,183,2088
"New York",1683,"ARDSLEY UF SCH DIST",1995,21829,120,2284,19425,19608,11361,6250,721,701
"New York",1389,"EDGEMONT UF SCH DIST",1995,19182,87,1606,17489,19143,12256,5689,155,363
"New York",2162,"GREENBURGH CTL SCH DIST",1995,35713,726,5574,29413,34428,17894,12456,2175,913
"New York",697,"ELMSFORD UF SCH DIST",1995,12348,135,1093,11120,11793,6435,4807,171,81
"New York",0,"GREENBURGH-ELEVEN UNION FREE SCH",1995,17813,429,2707,14677,16892,7673,4973,1103,2657
"New York",2592,"HARRISON CENTRAL SCHOOL DIST",1995,35134,288,2546,32300,34883,21884,11353,559,215
"New York",1279,"HASTINGS ON HUDSON UNION FREE SC",1995,16237,113,2159,13965,17467,9606,4959,268,2211
"New York",4037,"MAMARONECK UF SCH DIST",1995,54715,455,4831,49429,52934,32343,16760,1282,1115
"New York",330,"POCANTICO HILLS CTL SCH DIST AT",1995,10995,77,2429,8489,9457,5101,2059,427,52
"New York",0,"HAWTHORNE-CEDAR KNOLLS UNION FRE",1995,9826,289,50,9487,10862,5009,5102,661,90
"New York",1015,"VALHALLA UF SCH DIST",1995,14418,107,1638,12673,13656,7717,5080,218,162
"New York",10205,"MT VERNON CITY SCH DIST",1995,99239,4196,41656,53387,108403,64591,26547,2876,10763
"New York",3122,"CHAPPAQUA CENTRAL SCHOOL DIST",1995,42414,179,3332,38903,41167,24365,14413,894,701
"New York",8596,"NEW ROCHELLE CITY SCH",1995,100515,4494,17131,78890,107022,53479,34489,3488,11803
"New York",1113,"NORTH SALEM CENTRAL SCHOOL DIST",1995,15032,139,1632,13261,16554,7980,4712,374,2973
"New York",3384,"OSSINING UNION FREE SCH DIST",1995,42024,958,6000,35066,44775,24697,12399,1230,5269
"New York",1121,"BRIARCLIFF MANOR U F SCH DIST",1995,14810,56,1250,13504,15183,9023,5192,166,764
"New York",2743,"PEEKSKILL CITY SCH DIST",1995,35120,1005,18397,15718,36263,23423,8960,1092,1391
"New York",1860,"PELHAM UF SCH DIST 1",1995,24132,330,2477,21325,22504,13908,6679,262,599
"New York",1368,"PLEASANTVILLE UNION FREE SCH DIS",1995,15555,282,1612,13661,15017,9634,4586,224,331
"New York",3144,"PORT CHESTER-RYE UNION FREE SCHO",1995,31970,1658,4967,25345,32038,20681,9479,684,542
"New York",2025,"RYE CITY SCH DIST",1995,27095,179,1781,25135,27345,16108,8212,601,1960
"New York",1100,"RYE NECK UNION FREE SCHOOL DIST",1995,14329,116,1224,12989,15508,7850,4278,235,2833
"New York",878,"BLIND BROOK-RYE UF SCH DIST",1995,12295,59,888,11348,12602,7671,3918,165,576
"New York",3795,"SCARSDALE UNION FREE SCHOOL DIST",1995,50265,177,3557,46531,48943,31546,14187,563,879
"New York",2218,"SOMERS CENTRAL SCH DIST",1995,31626,377,3577,27672,31612,19592,9178,882,994
"New York",1929,"TARRYTOWN U F SCH DIST 1",1995,27533,625,3014,23894,26915,16647,8465,870,369
"New York",960,"TUCKAHOE UNION FREE SCHOOL DIST",1995,11255,189,1273,9793,11201,7014,3293,220,221
"New York",5771,"WHITE PLAINS CITY SCH",1995,89424,1954,8921,78549,89490,52024,27543,3090,3991
"New York",5462,"LAKELAND CENTRAL SCH DIST",1995,68583,715,19746,48122,66115,39166,21588,1710,2553
"New York",3560,"YORKTOWN CENTRAL SCHOOL DIST",1995,36287,368,6647,29272,40856,23759,12857,1302,2071
"New York",1674,"MT PLEASANT CENTRAL SCH DIST",1995,19726,249,2350,17127,20185,12339,6035,316,1088
"New York",1952,"BYRUM HILLS-C.S.D.",1995,23232,129,1631,21472,22704,13352,7951,324,558
"New York",0,"GREENBURGH-GRAHAM UNION FREE SCH",1995,8218,296,287,7635,8423,4088,3796,352,157
"New York",0,"ST CHRISTOPHER UNION FREE SCHOOL",1995,4229,189,43,3997,4017,2519,1252,134,97
"New York",0,"MT PLEASANT-COTTAGE UNION FREE S",1995,8729,419,203,8107,8699,5565,2511,230,196
"New York",0,"ABBOTT UN FREE SCH DIST",1995,3207,86,38,3083,3083,1484,1295,299,5
"New York",0,"MOUNT PLEASANT-BLYTHEDALE UNION",1995,4093,80,121,3892,3755,2158,1050,437,110
"New York",2008,"ATTICA CENTRAL SCH DIST",1995,13943,340,9170,4433,13648,9087,3824,383,85
"New York",1387,"LETCHWORTH CENTRAL SCH",1995,10246,279,6970,2997,9804,6441,2587,388,199
"New York",272,"WYOMING CTL SCH DIST",1995,2859,165,1816,878,2733,1505,945,83,78
"New York",1370,"PERRY CENTRAL SCH DIST",1995,10728,411,7054,3263,10391,7349,2382,316,162
"New York",1187,"WARSAW CENTRAL SCH DIST",1995,10614,300,6241,4073,9704,6053,2837,319,113
"New York",2226,"PENN YAN CENTRAL SCH DIST",1995,18113,857,7702,9554,17000,10724,4750,714,345
"New York",1008,"DUNDEE CENTRAL SCH DIST",1995,8657,430,5206,3021,8130,4925,2054,257,403
"New York",36540,"BUFFALO CITY SCH DIST",2007,735691,85586,549214,100891,823880,435216,182767,24685,143847
"New York",33337,"ROCHESTER CITY SCH DIST",2007,599824,71419,410681,117724,596002,307820,202593,22852,31031
"New York",999150,"NEW YORK CITY SCHOOL DISTRICT",2007,19368571,1899716,9237947,8230908,20144661,13148175,3534336,570692,2208816
"New York",21178,"SYRACUSE CITY SCH DIST",2007,361202,52237,242623,66342,364492,241404,88379,14474,13555
"New York",24708,"YONKERS CITY SCH DIST",2007,486010,41607,267061,177342,472250,310750,131812,10513,7833
"New York",1080,"BERNE KNOX-WESTERLO CENTRAL SCH DIST",2007,19828,738,10191,8899,18867,11873,5552,443,760
"New York",5182,"BETHLEHEM CENTRAL SCH",2007,79856,1787,29916,48153,98040,40529,24140,1293,27162
"New York",2184,"RAVENA COEYMANS SELKIRK CENTRAL SCH DIST",2007,41746,2045,18886,20815,39240,23770,11714,700,1796
"New York",2114,"COHOES CITY SCH DIST",2007,33415,2895,18764,11756,32448,19025,9666,1364,1302
"New York",5601,"SOUTH COLONIE CENTRAL SCH DIST",2007,84710,2514,28053,54143,86741,51771,21624,3056,8337
"New York",5616,"NORTH COLONIE CENTRAL SCHOOL DISTRICT",2007,78513,1561,18600,58352,74032,43552,24243,2156,2206
"New York",247,"MENANDS UNION FREE SCH DIST",2007,6669,111,841,5717,6225,2879,1730,104,12
"New York",165,"MAPLEWOOD-COLONIE COMMON SCH DIST",2007,2528,66,728,1734,2486,1510,602,36,4
"New York",315,"GREEN ISLAND UNION FREE SCH DIST",2007,5683,176,2367,3140,13005,2974,1657,50,7862
"New York",5425,"GUILDERLAND CENTRAL SCHOOL DISTRICT",2007,83277,1647,29663,51967,75750,46150,24394,1579,1354
"New York",1260,"VOORHEESVILLE CENTRAL SCH",2007,20920,385,7538,12997,20074,12018,5927,484,911
"New York",1379,"WATERVLIET CITY SCH DIST",2007,20611,1747,12988,5876,21042,13300,5655,701,1243
"New York",8924,"ALBANY CITY SCHOOL DIST",2007,189481,16651,72887,99943,198280,114505,49749,5720,22083
"New York",665,"ALFRED-ALMOND CENTRAL SCH DIST 1",2007,10527,403,6305,3819,11264,5400,3016,248,2292
"New York",411,"ANDOVER CENTRAL SCH DIST",2007,7560,385,5085,2090,6325,3530,2120,301,81
"New York",726,"ANGELICA-BELMONT CENTRAL SCHOOL DISTRICT",2007,13502,1082,10074,2346,12159,5769,3705,960,290
"New York",438,"BELFAST CENTRAL SCH DIST",2007,8289,846,6087,1356,7359,4538,2127,219,293
"New York",912,"BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT",2007,18537,963,15304,2270,17210,9002,4938,525,1941
"New York",316,"CANASERAGA CENTRAL SCH DIST",2007,5825,316,3997,1512,5150,3079,1707,120,133
"New York",996,"CUBA-RUSHFORD SCHOOL DISTRICT",2007,21320,1546,13772,6002,18355,10632,6317,432,528
"New York",380,"FRIENDSHIP CENTRAL SCH DIST",2007,8342,1047,5993,1302,9566,4958,2229,221,1754
"New York",741,"FILLMORE CENTRAL SCH DIST",2007,11531,1384,8044,2103,11651,6846,3031,259,1184
"New York",294,"WHITESVILLE CENTRAL SCH DIST",2007,5641,662,3968,1011,5238,3249,1504,165,134
"New York",431,"SCIO CENTRAL SCH DIST 1",2007,9186,585,6941,1660,9425,4528,3225,217,1157
"New York",1361,"WELLSVILLE CTL SCH DIST",2007,22408,2261,14722,5425,21557,13111,6296,688,336
"New York",1766,"CHENANGO FORKS CENTRAL SCH DIST",2007,27772,1025,18976,7771,25745,15025,8585,732,312
"New York",6199,"BINGHAMTON CITY SCH DIST",2007,92420,9880,51050,31490,88791,59076,23079,4220,559
"New York",1086,"HARPURSVILLE CENTRAL SCH DIST",2007,16148,1104,11817,3227,14962,10050,3929,471,301
"New York",1970,"SUSQUEHANNA VAL CTL SCH",2007,31298,1166,19218,10914,29912,18192,9634,869,320
